text1,text2,is_same
valuable fiber plant of East Indies now widespread in cultivation,"type of drumstick, percussion mallet or claves",0
the boundary between the Earth's crust and the underlying mantle,scholarly article published in 2014,0
European freshwater fish having a flattened body and silvery scales; of little value as food,Swedish stoner rock band,0
a genus of Aleyrodidae,species of insect,0
a verse line having eight syllables or a poem of octosyllabic lines,verse with eight syllables per line,1
a biologist who specializes in genetics,medical specialty that involves the diagnosis and management of hereditary disorders,0
a sailing vessel with two masts; the mizzen is forward of the rudderpost,sailing naval ship,0
the thin conical chambered internal shell (either straight or curved) of a belemnite,article,0
not capable of being sold,doctoral thesis,1
small genus of chiefly Asiatic parasitic shrubs,genus of plants,1
slender mole having a long snout and tail,article,0
a female deity,badminton player,0
a master's degree in business,doctoral thesis,0
small genus of perennial herbs or subshrubs; some often placed in other genera,genus of plants,1
purgative consisting of a milky white liquid suspension of magnesium hydroxide; used as a laxative and (in smaller doses) as an antacid,chemical compound,1
a Dravidian language (closely related to Tamil) that is spoken in southwestern India,Malayalam film actor,0
one ten thousandth of a centner,protein-coding gene in the species Drosophila melanogaster,0
of or pertaining to Martin Luther or his teachings,"private university in Thousand Oaks, California",0
the sepulcher in which Christ's body lay between burial and resurrection,"cemetery in Worth, Illinois",0
evergreen shrub of southwestern United States and Mexico often cultivated for its fragrant golden yellow flowers,genus of plants,0
American purple gallinule,species of bird,1
a constellation in the northern hemisphere near Andromeda and Pisces,German game publisher,0
inflammation of the female pelvic organs (especially the Fallopian tubes) caused by infection by any of several microorganisms (chiefly gonococci and chlamydia); symptoms are abdominal pain and fever and foul-smelling vaginal discharge,long-lasting digital name,0
a picturesque city of southern California on San Diego Bay near the Mexican border; site of an important naval base,intercollegiate sports teams of San Diego State University,0
a port and fashionable resort city on the Pacific coast of southern Mexico; known for beaches and water sports (including cliff diving),"combined WTA/ATP tennis tournament in Acapulco, Mexico",0
any of various naturally occurring impure mixtures of hydrocarbons,species of worm,0
type genus of the Lobotidae,genus of fishes,1
fast-growing sturdy Japanese fern; cultivated for their attractive broad dark-green pinnate fronds,species of plant,1
type and sole extant genus of the Varanidae,genus of reptiles,1
a swelling rush of anything,when difference in water height between high tide and low tide is the largest (Sun and Moon on one line),1
a colorless crystalline salt of sodium (NaF) used in fluoridation of water and to prevent tooth decay,scientific journal article,0
discontinuation of the meeting (of a legislative body) without dissolving it,Wikinews article,0
immersing the body in sunlight,the darkening of skin in response to ultraviolet light,1
having a strong beak,American businessman,0
a disease (common in India and around the Mediterranean area) caused by a rickettsia that is transmitted to humans by a reddish brown tick (ixodid) that lives on dogs and other mammals,Human disease,1
a paramilitary group of Protestants in Northern Ireland that tries to prevent any political settlement with the Irish Republic; attacks interests of Catholic civilians in Northern Ireland; responsible for arson and bombing and murder,protein-coding gene in the species Rattus norvegicus,0
type genus of Picidae,genus of birds,1
an ancient writ issued by a court of assize to the sheriff for the recovery of property,periodic courts formerly held around England and Wales,1
a triangle that contains an obtuse interior angle,basic three-sided shape of geometry,1
a musician who plays the lute,musician who plays the lute,1
the ledger that contains all of the financial accounts of a business; contains offsetting debit and credit accounts (including control accounts),central repository for accounting data,1
a body of water cut off from a larger body by a reef of sand or coral,Mexican association football club,0
genus of herbs of southwestern America having usually creamy florets followed by one-seeded fruits in a prominent bristly sheath,species of plant,0
a thin plastic film made of saran (trade name Saran Wrap) that sticks to itself; used for wrapping food,1996 film by Daniel and Pascal Cling,0
marmosets,family of mammals,1
an office that involves minimal duties,Swedish sinecure,0
a belt that carries motion from a motor to the machinery,loop of flexible material used to mechanically link rotating shafts,1
someone who stands in a place where one might otherwise sit (as a spectator who uses standing room in a theater or a passenger on a crowded bus or train),"large self-standing display promoting a movie, product or event",1
