text1,text2,is_same
pie containing lemon custard and topped with meringue,dessert,1
type genus of Hydnaceae,species of fungus,0
the Yuman language spoken by the Kiliwa,Wikimedia category,0
African green snakes,species of reptile,1
a variety of whitefly,article,1
widespread weed with pale purple-blue flowers,orthographical variant,0
an agaric with a pallid cap and a stalk that is enlarged near the base,"human settlement in United States Virgin Islands, United States of America",1
a group of languages of the Hokan family,Wikimedia template,0
an annual weed of northeastern North America with dentate leaves,variety of plant,0
"live from day to day, as with some hardship",Wikinews article,1
compulsively attracting attention to yourself especially by public exposure or exaggerated behavior,act of exposing in a public or semi-public context those parts of one's body that are not normally exposed,1
European viola with an unusually long corolla spur,Wikimedia category,0
a solo tap dance emphasizing sharp taps,1895 film by William Kennedy Dickson,0
land plant growing in surroundings having an average supply of water; compare xerophyte and hydrophyte,terrestrial plants adapted to neither very dry nor very wet environments,1
a very deep bass voice,type of classical male singing voice,1
thin spaghetti,television series,1
genus of often thorny tropical trees and shrubs and some vines; mainly America,species of plant,0
a Bantu language,"Bantu language, mostly spoken mainly within East Africa, national language in Tanzania and one of the official languages of Kenya",0
biennial or perennial herbs of the northern hemisphere; have a taproot,genus of plants,1
herb that is a source of scopolamine,Wikimedia category,0
the Shastan language spoken by the Atsugewi,Wikimedia category,0
herb that is a source of scopolamine,Wikimedia category,0
genus of tall reedlike tropical American orchids; includes species with pods used locally as a substitute for vanilla,species of plant,0
return a bill after consideration and revision to a legislative body,Congressional Research Service report,1
low annual European herb naturalized in America; similar to alfilaria,Wikimedia category,0
a solo tap dance emphasizing sharp taps,1895 film by William Kennedy Dickson,0
someone having the same religion as another person,ancient nation and ethnoreligious group from the Levant,1
a box for storing eatables (especially at boarding school),2013 compilation album by Nick Drake,1
widespread weed with pale purple-blue flowers,orthographical variant,0
any of several large harmless rodent-eating North American burrowing snakes,species of reptile,1
a belief that priests can act as mediators between human beings and God,belief,1
a plant or flower of the genus Cypripedium,painting by William Sergeant Kendall,1
the basic unit of money in Kiribati,currency,1
vomiting blood,article,0
squash plant bearing small acorn-shaped fruits having yellow flesh and dark green or yellow rind with longitudinal ridges,painting by Henry Lee McFee,0
typically containing tomatoes and anchovies and garnished with black olives and capers,"composed tomato, egg, fish and vegetable salad",1
any of several plants of the genus Brodiaea having basal grasslike leaves and globose flower heads on leafless stems resembling those of genus Allium,species of plant,0
European perennial toxic vetch,Wikimedia category,0
biennial plant; valuable honey plant,"Washington,1921. | Library of Congress",0
tanagers,family of birds,1
relating to or characterized by double refraction,"A lysosome-related organelle contained within the intestinal cells of the nematode C. elegans. Gut granules are acidified, birefringent, autofluorescent, and contain the vacuolar H+-ATPase. They also serve as sites of cellular zinc storage.",0
a genus of Strigidae,genus of birds,1
a peptic ulcer of the duodenum,scientific journal article,0
a Loloish language,language,1
the position of headmaster,most senior teacher at a school,1
a loan that is repayable on demand,transfer of money that must be repaid,1
bred of large heavy-coated white dogs resembling the Newfoundland,dog breed,1
the seed of the Swiss pine,Vegetable oil from the seeds of pine species,1
ethyl alcohol denatured with methyl alcohol to prevent its use as an alcoholic beverage,ethanol with additives to discourage recreational consumption,1
the mineral form of calcium nitrate,nitrate mineral,1
close relative to the desert tortoise; may be reclassified as a member of genus Xerobates,"Lubbock, TX :Museum of Texas Tech University,2000. | Museum of Texas Tech University",0
short-stemmed South African plant with bluish flowers,species of plant,1
annual with broadly ovate leaves and slender drooping spikes of crimson flowers; southeastern Asia and Australia; naturalized in North America,"Tirley, Tewkesbury, Gloucestershire, GL19",0
having the approximate size of a crow,species of bird,1
evergreen shrub or small tree found on Catalina Island (California),subspecies of plant,1
bellflower common in marshes of eastern North America having lanceolate linear leaves and small whitish flowers,species of plant,1
someone who writes their own biography,Dutch painter and autobiographer,0
resembling schizophrenia but remaining within the bounds of normality,fundamental temperament type described by E. Kretschmer,1
having the color of lead,species of insect,1
puffy wheat berries,"Mexican snack food made of puffed wheat, often flavored with chilli and lime",1
type genus of the Helotiaceae,species of fungus,0
tropical American evergreen trees or shrubs,species of plant,0
a substance producing irritation,"Toxicology: Principles and Practice. Reeves AL, Sperling F, eds., New York: Wiley, 1981 Jan; 1:48-92",0
an environmentalist political party,political party in Brazil,0
a steam-powered automobile,company,0
a fee for mooring,"airport in Kitsap County, United States of America",1
tropical African and Asiatic trees and shrubs having one-seeded fruit,species of plant,0
a television tube that displays images in full color,reclosable container,1
dedicate anew,"act of consecrating an altar, temple, church, or other sacred building",1
(of a heraldic cross) having a cluster of three buttons or knobs at the end of each arm,sculpture in the National Gallery of Art (NGA 103296),1
the Yuman language spoken by the Kiliwa,language,1
the person responsible for driving a herd of cattle,character from 1973 film 'One Little Indian',1
fine lace with a raised or applique design,moth of the family Geometridae,0
annual with broadly ovate leaves and slender drooping spikes of crimson flowers; southeastern Asia and Australia; naturalized in North America,"Tirley, Tewkesbury, Gloucestershire, GL19",0
