text1,text2,is_same
a sedative and hypnotic drug; withdrawn from sale after discovered to cause severe birth defects because it inhibits angiogenesis,article,0
electric heater consisting of a high-power incandescent lamp that emits infrared radiation,brand name for an incandescent lamp,0
bite or chew on with the teeth,noise music and dark ambient musical project,1
a Russian river in Siberia; rises in mountains near the Mongolian border and flows generally northward into the Kara Sea,basketball team,0
(a boat or vessel) not furnished with official documents,enforceable mark created by a business or individual to signify or distinguish a product or service,1
give false or misleading information to,book by Ben Goldacre on regulatory abuses and scientific malpractices of the pharmaceutical industry,0
the basic unit of money in Iran,researcher,0
employee of a transportation company who controls the departures of vehicles according to weather conditions and in the interest of efficient service,profession,0
a grocer who sells fresh fruits and vegetables,punctuation mark and diacritic mark,0
genus of shrubs or small trees having indehiscent pods with black seeds; roots and bark yield fish poisons,genus of plants,1
sometimes classified as an order: sea squirts,class of chordates,1
strip used to give a level surface for attaching wallboard,journal,0
"(classical mythology) the third age of the world, marked by war and violence","prehistoric period and age studied in archaeology, part of the Holocene Epoch",1
any toxin that affects neural tissues,substance poisonous or destructive to nerve tissue,1
widely distributed genus of creeping or upright evergreen shrubs,species of plant,0
a course of appetizers in an Italian meal,metrical foot,0
any of various plants of the genus Nierembergia having upturned bell-shaped flowers,genus of plants,1
marine worms having a row of tufted gills along each side of the back; often used for fishing bait,river in Ukraine,0
the ratio between the size of something and a representation of it,journal,0
an adherent of Neoplatonism,a strand of Platonic philosophy that emerged in the third century AD against the background of Hellenistic philosophy and religion,1
a student who holds one of the scholarships endowed by the will of Cecil J. Rhodes that enables the student to study at Oxford University,"Olympic athlete, Rhodes Scholar, teacher",0
a pedestrian crossing where school children cross a street on the way to school,Help for schoolchidren crossing the road,1
venom secreted by certain snakes,venom,1
shrub of sandy woodlands and stream banks of western United States having hoary pinnate flowers and dull-colored racemose flowers; thought to indicate the presence of lead ore,species of plant,1
an Iranian language spoken in Afghanistan and Pakistan; the official language of Afghanistan,species of insect,0
East Indian shrub often cultivated for its hairy leaves and orange-red flowers,article,0
a poisonous crystalline alkaloid (isometric with atropine but more potent); used to treat excess motility of the gastrointestinal tract,pharmaceutical drug,1
an order of dicotyledonous plants of the subclass Asteridae; have opposite leaves and an inferior compound ovary,order of plants,1
book language; one of two official languages of Norway; closely related to Danish,language,0
the branch of international law that deals with territorial and international waters or with shipping or with ocean fishery etc.,proceeding in admiralty law,0
the capital and largest city of Bangladesh,article,0
small tree of dry open parts of southern Africa having erect angled branches suggesting candelabra,species of plant,1
thin piece of cornmeal dough fried,"snack food made from cornmeal, either fried in oil or baked",1
the capital city of Vietnam; located in North Vietnam,Finnish rock band,0
a general kind of something,taxonomic rank (or a taxon in that rank),1
a thermosetting plastic used as electric insulators and for making plastic ware and telephone receivers etc.,early plastic,1
an instrument that indicates whether two periodic motions are synchronous (especially an instrument that enables a pilot to synchronize the propellers of a plane that has two or more engines),defined as synchronizing the firing of a photographic flash,0
a youth subculture that appeared first in England in the late 1960s as a working-class reaction to the hippies; hair was cropped close to the scalp; wore work-shirts and short jeans (supported by suspenders) and heavy red boots; involved in attacks against Asians and football hooliganism,member of a subculture that originated among working class youths in London,1
larva of moth of the family Arctiidae,species of insect,1
European plant with minute axillary blue flowers on long stalks; widely naturalized in America,Wikimedia category,0
optical glass of low dispersion and low refractive index,early type of window glass,1
the base that must be touched second by a base runner in baseball,"defensive position in baseball and softball, played on the right side of the infield near second base",1
the most primitive mammals comprising the only extant members of the subclass Prototheria,article,0
