text1,text2,is_same
genus of pathogenic yeastlike fungi,InterPro Family,0
a shop that sells secondhand goods at reduced prices,shop which sells goods that are not new,1
a body of water between Greenland and northeastern Canada; connected with the Arctic Ocean to the north and with the Atlantic Ocean (via the Labrador Sea) to the south; icebound in winter,bay between Greenland and Canada,1
of something done as a final recourse (especially to prevent a crisis or disaster),book by Ngaio Marsh,0
an unroofed deck,painting by Adolph Gottlieb,0
a devoted (almost religiously so) adherent of a cause or person or activity,promises made by members of religious communities,1
a nuisance that interferes with your interest in and private use and enjoyment of your land,act (or neglect) which causes inconvenience or damage,1
a small vascular growth on the surface of a mucous membrane,species of Chilopoda,0
a showy tree fern of New Zealand and Australia having a crown of pinnated fronds with whitish undersides,Wikimedia category,0
a condition of regular or proper arrangement,journal,0
small marine fish with a short compressed body and feeble spines,family of fishes,0
a mineral (fluosilicate of aluminum) that occurs in crystals of various colors and is used as a gemstone,Israeli comedian,0
of or relating to or near the tarsus of the foot,Protein found in Drosophila melanogaster,0
a sea between Europe and Asia; a popular resort area of eastern Europeans,journal,0
a heavy brittle metallic element of the platinum group; used in alloys; occurs in natural alloys with platinum or osmium,journal,0
an Arab headdress consisting of a square piece of cloth folded into a triangle and fastened over the crown by an agal,"man's square headcloth, usually of cotton, often folded into a triangle and traditionally secured on the head with an agal",1
any of various rhizomatous usually perennial plants of the genus Arnica,asteroid,0
speak spontaneously and without restraint,2004 film,1
slippery scaleless food fish of the northern Atlantic coastal waters,species of fish,1
a rapid and intense course of training or research (usually undertaken in an emergency),video game,0
a poisonous crystalline alkaloid (isometric with atropine but more potent); used to treat excess motility of the gastrointestinal tract,pharmaceutical drug,1
capital of Armenia,football club in Armenia,0
a morbid fear of the number 13,Wikimedia category,0
a metric unit of volume equal to one tenth of a liter,group of stereoisomers,0
a canal that connects Lake Okeechobee with the Caloosahatchee River in southern Florida to form part of the Cross-Florida Waterway,"canal in Glades County, Florida, United States of America",1
small genus of trees of tropical Asia and Pacific areas,genus of plants,1
evergreen tree of New Zealand resembling the kawaka,mountain in New Zealand,1
the basic unit of money in Canada,seventh series of banknotes of the Canadian dollar released by the Bank of Canada,0
a hard crystalline metamorphic rock that takes a high polish; used for sculpture and as building material,cemetery in New York City,0
an independent agency of the United States government responsible for aviation and spaceflight,record group in the National Archives and Records Administration's holdings,0
drive without any particular aim,"[Gardner, Mass.]Press of the Gardner News Company[1896] | Allen County Public Library Genealogy Center (archive.org) View Book",1
a place where illicit sex is available under the guise of therapeutic massage,business offering the services of trained masseuses/masseurs,1
the part of the conjunctiva lining the posterior surface of the eyelids; continuous with the bulbar conjunctiva,conjunctiva that covers posterior surface of eyelid,1
similar to Gutierrezia sarothrae but with flower heads having fewer rays and disk flowers,species of plant,1
crime committed using a computer and the internet to steal a person's identity or sell contraband or stalk victims or disrupt operations with malevolent programs,journal article,0
alternative classification for the Old World warblers,family of birds,1
being at least 100 years old,Centenarian,0
of or relating to the region of the continental shelf (between the seashore and the edge of the continental shelf) or the marine organisms situated there,"part of a sea, lake or river that is close to the shore",1
small European herb with small yellow flowers,species of plant,1
"judge beforehand, especially without sufficient evidence",discrimination against people with disabilities,0
a special seat in a theater or grandstand box,painting by Félix Vallotton,0
a priest or priestess (or consecrated worshipper) in a non-Christian religion or cult,promises made by members of religious communities,1
"a measure of someone's weight in relation to height; to calculate one's BMI, multiply one's weight in pounds and divide that by the square of one's height in inches; overweight is a BMI greater than 25; obese is a BMI greater than 30",performing rights organization in the United States,0
West Indian tree similar to Ormosia monosperma but larger and having smaller leaflets and smaller seeds,species of plant,1
