text1,text2,is_same
small rapid variations in a waveform resulting from fluctuations in the voltage supply or mechanical vibrations or other sources,article,0
unfit for print because morally or legally objectionable or offensive to good taste,words that are made out of four letters,1
the condition naturally attaching to life in the country,Wikimedia category,0
a medicine made from plants and used to prevent or treat disease or promote health,article,0
the tenth month of the Islamic calendar,tenth month of the Islamic calendar,1
a law stating that the orbit of each planet is an ellipse with the sun at one focus of the ellipse,scientific laws describing motion of planets around the Sun,1
a family of Lemuroidea,genus of mammals,0
a serious bacterial disease of young chickens,disease in poultry caused by Salmonella pullorum,1
having a metallic color,series of chemical elements,1
accustom gradually to some action or attitude,2006 single by Tina Turner and Elisa,0
sometimes placed in family Convallariaceae,genus of plants,1
a whimsically eccentric person,"stock character; an insane or highly eccentric scientist, often villainous or amoral",1
muffin containing bran,food,1
(computer science) a device that forwards data packets between computer networks,anonymity network based on onion routing and associated software,0
a geographical region to the south of the Caucasus Mountains and to the north of Turkey that comprises Georgia and Armenia and Azerbaijan,genus of plants,0
"travel from place to place, as for work",Person; male; Itinerate musician; British; fl. c. 1804,1
a spread made from ground peanuts,song,0
the top layer of a soil profile; usually contains humus,British record label,0
an instrument for measuring the distance between two points (often used in the plural),"lake in Ontario, Canada",0
a person who enacts a role in an event that occurred earlier,activity where people recreate aspects of the American Civil War,0
of or relating to or consisting of participles,form of a verb which is used in a sentence to modify a noun or noun phrase,1
(physics) a universal law that states that the laws of mechanics are not affected by a uniform rectilinear motion of the system of coordinates to which they are referred,physics principle stating that the laws of physics must be the same in all reference frames,1
a newspaper advertisement stating what is wanted,2017 film by Sydney Sibilia,0
racing in high-speed motor boats,airplane with an undercarriage capable of operating from water surfaces,1
ritual suicide by self-disembowelment on a sword; practiced by samurai in the traditional Japanese society,French satirical magazine,0
a dance performed on tiptoe,tap dance,1
right to be free of unsanctioned intrusion,"the ability of an individual or group to seclude themselves, or information about themselves",1
the quantitative study of social relationships,quantitative method for measuring social relationships,1
of or relating to or like or in the manner of Stravinsky,"Russian composer, pianist and conductor",1
domination of a political organization by a party boss,person in charge of a criminal organization,1
(golf) a score of two strokes over par for a hole,golf score,1
to perform a factor analysis of correlational data,article,0
decorate by sewing beads onto,album by Clifford Jordan,0
an instrumental composition that doesn't adhere to rules for any specific musical form and is played with improvisation,"piece of music, usually fairly free in form and of a lively character",1
a willful disobedience to or disrespect for the authority of a court or legislative body,offense of being disobedient to or disrespectful towards a court of law and its officers,1
